"REF_DATE","GEO","DGUID","Type of structure","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015","Brighton, Ontario","2011A00053514004","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v53843890","220.2.4","","F","","","0"
"2016","Brighton, Ontario","2011A00053514004","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v53843890","220.2.4","","F","","","0"
"2017","Brighton, Ontario","2011A00053514004","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v53843890","220.2.4","","F","","","0"
"2018","Brighton, Ontario","2011A00053514004","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v53843890","220.2.4","","F","","","0"
"2019","Brighton, Ontario","2011A00053514004","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v53843890","220.2.4","","F","","","0"
"2020","Brighton, Ontario","2011A00053514004","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v53843890","220.2.4","","F","","","0"
"2021","Brighton, Ontario","2011A00053514004","Row structures of three units and over","Three bedroom units","Dollars","81","units","0","v53843890","220.2.4","","F","","","0"
"2011","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843970","220.1.2","622","","","","0"
"2012","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843970","220.1.2","627","","","","0"
"2013","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843970","220.1.2","659","","","","0"
"2014","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843970","220.1.2","","F","","","0"
"2015","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843970","220.1.2","661","","","","0"
"2016","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843970","220.1.2","727","","","","0"
"2017","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843970","220.1.2","659","","","","0"
"2018","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843970","220.1.2","752","","","","0"
"2019","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843970","220.1.2","856","","","","0"
"2020","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843970","220.1.2","","F","","","0"
"2021","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843970","220.1.2","","F","","","0"
"2011","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53844010","220.1.3","705","","","","0"
"2012","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53844010","220.1.3","746","","","","0"
"2013","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53844010","220.1.3","751","","","","0"
"2014","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53844010","220.1.3","725","","","","0"
"2015","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53844010","220.1.3","829","","","","0"
"2016","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53844010","220.1.3","782","","","","0"
"2017","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53844010","220.1.3","846","","","","0"
"2018","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53844010","220.1.3","861","","","","0"
"2019","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53844010","220.1.3","915","","","","0"
"2020","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53844010","220.1.3","936","","","","0"
"2021","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53844010","220.1.3","1034","","","","0"
"2011","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v53844050","220.1.4","","F","","","0"
"2012","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v53844050","220.1.4","","F","","","0"
"2013","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v53844050","220.1.4","","F","","","0"
"2014","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v53844050","220.1.4","","F","","","0"
"2015","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v53844050","220.1.4","","F","","","0"
"2016","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v53844050","220.1.4","","F","","","0"
"2017","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v53844050","220.1.4","","F","","","0"
"2018","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v53844050","220.1.4","","F","","","0"
"2019","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v53844050","220.1.4","","F","","","0"
"2020","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v53844050","220.1.4","","F","","","0"
"2021","Brighton, Ontario","2011A00053514004","Apartment structures of three units and over","Three bedroom units","Dollars","81","units","0","v53844050","220.1.4","","F","","","0"
"2011","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843651","221.3.2","644","","","","0"
"2012","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843651","221.3.2","677","","","","0"
"2013","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843651","221.3.2","697","","","","0"
"2014","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843651","221.3.2","857","","","","0"
"2015","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843651","221.3.2","725","","","","0"
"2016","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843651","221.3.2","803","","","","0"
"2017","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843651","221.3.2","823","","","","0"
"2018","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843651","221.3.2","862","","","","0"
"2019","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843651","221.3.2","871","","","","0"
"2020","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843651","221.3.2","919","","","","0"
"2021","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","One bedroom units","Dollars","81","units","0","v53843651","221.3.2","888","","","","0"
"2011","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53843691","221.3.3","777","","","","0"
"2012","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53843691","221.3.3","747","","","","0"
"2013","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53843691","221.3.3","804","","","","0"
"2014","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53843691","221.3.3","864","","","","0"
"2015","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53843691","221.3.3","826","","","","0"
"2016","Brock, Ontario","2011A00053518039","Row and apartment structures of three units and over","Two bedroom units","Dollars","81","units","0","v53843691","221.3.3","886","","","","0"
